code,name,condition
S42431P,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42432K,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42432P,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42433K,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42433P,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42434K,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42434P,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42435K,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42435P,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42436K,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42436P,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42441K,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42441P,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42442K,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42442P,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42443K,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42443P,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42444K,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42444P,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42445K,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42445P,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42446K,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42446P,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42447K,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42447P,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42448K,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42448P,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42449K,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42449P,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42451K,"Displaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42451P,"Displaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42452K,"Displaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42452P,"Displaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42453K,"Displaced fracture of lateral condyle of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42453P,"Displaced fracture of lateral condyle of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42454K,"Nondisplaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42454P,"Nondisplaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42455K,"Nondisplaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42455P,"Nondisplaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42456K,"Nondisplaced fracture of lateral condyle of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42456P,"Nondisplaced fracture of lateral condyle of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42461K,"Displaced fracture of medial condyle of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42461P,"Displaced fracture of medial condyle of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42462K,"Displaced fracture of medial condyle of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42462P,"Displaced fracture of medial condyle of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42463K,"Displaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42463P,"Displaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42464K,"Nondisplaced fracture of medial condyle of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42464P,"Nondisplaced fracture of medial condyle of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42465K,"Nondisplaced fracture of medial condyle of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42465P,"Nondisplaced fracture of medial condyle of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42466K,"Nondisplaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42466P,"Nondisplaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42471K,"Displaced transcondylar fracture of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42471P,"Displaced transcondylar fracture of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42472K,"Displaced transcondylar fracture of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42472P,"Displaced transcondylar fracture of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42473K,"Displaced transcondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42473P,"Displaced transcondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42474K,"Nondisplaced transcondylar fracture of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42474P,"Nondisplaced transcondylar fracture of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42475K,"Nondisplaced transcondylar fracture of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42475P,"Nondisplaced transcondylar fracture of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42476K,"Nondisplaced transcondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42476P,"Nondisplaced transcondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42481K,"Torus fracture of lower end of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42481P,"Torus fracture of lower end of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42482K,"Torus fracture of lower end of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42482P,"Torus fracture of lower end of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42489K,"Torus fracture of lower end of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42489P,"Torus fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42491K,"Other displaced fracture of lower end of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42491P,"Other displaced fracture of lower end of right humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42492K,"Other displaced fracture of lower end of left humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42492P,"Other displaced fracture of lower end of left humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42493K,"Other displaced fracture of lower end of unspecified humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42493P,"Other displaced fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S42494K,"Other nondisplaced fracture of lower end of right humerus, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
